X,Y,id,left,top,right,bottom,row_index,col_index
295814.306578558,1607530.33248061,14004,295814.306578558,1607530.33248061,295864.306578558,1607580.33248061,643,20
295814.306578558,1607480.33248061,14005,295814.306578558,1607480.33248061,295864.306578558,1607530.33248061,644,20
295814.306578558,1607130.33248061,14012,295814.306578558,1607130.33248061,295864.306578558,1607180.33248061,651,20
295814.306578558,1606580.33248061,14023,295814.306578558,1606580.33248061,295864.306578558,1606630.33248061,662,20
295864.306578558,1617030.33248061,14482,295864.306578558,1617030.33248061,295914.306578558,1617080.33248061,453,21
295864.306578558,1616930.33248061,14484,295864.306578558,1616930.33248061,295914.306578558,1616980.33248061,455,21
295864.306578558,1616630.33248061,14490,295864.306578558,1616630.33248061,295914.306578558,1616680.33248061,461,21
295864.306578558,1613730.33248061,14548,295864.306578558,1613730.33248061,295914.306578558,1613780.33248061,519,21
295864.306578558,1610580.33248061,14611,295864.306578558,1610580.33248061,295914.306578558,1610630.33248061,582,21
295864.306578558,1610530.33248061,14612,295864.306578558,1610530.33248061,295914.306578558,1610580.33248061,583,21
295864.306578558,1610130.33248061,14620,295864.306578558,1610130.33248061,295914.306578558,1610180.33248061,591,21
295864.306578558,1609930.33248061,14624,295864.306578558,1609930.33248061,295914.306578558,1609980.33248061,595,21
295864.306578558,1609530.33248061,14632,295864.306578558,1609530.33248061,295914.306578558,1609580.33248061,603,21
295864.306578558,1607830.33248061,14666,295864.306578558,1607830.33248061,295914.306578558,1607880.33248061,637,21
295864.306578558,1607680.33248061,14669,295864.306578558,1607680.33248061,295914.306578558,1607730.33248061,640,21
295864.306578558,1607630.33248061,14670,295864.306578558,1607630.33248061,295914.306578558,1607680.33248061,641,21
295864.306578558,1607530.33248061,14672,295864.306578558,1607530.33248061,295914.306578558,1607580.33248061,643,21
295864.306578558,1607480.33248061,14673,295864.306578558,1607480.33248061,295914.306578558,1607530.33248061,644,21
295864.306578558,1607130.33248061,14680,295864.306578558,1607130.33248061,295914.306578558,1607180.33248061,651,21
295864.306578558,1607080.33248061,14681,295864.306578558,1607080.33248061,295914.306578558,1607130.33248061,652,21
295864.306578558,1607030.33248061,14682,295864.306578558,1607030.33248061,295914.306578558,1607080.33248061,653,21
295864.306578558,1606980.33248061,14683,295864.306578558,1606980.33248061,295914.306578558,1607030.33248061,654,21
295864.306578558,1606930.33248061,14684,295864.306578558,1606930.33248061,295914.306578558,1606980.33248061,655,21
295914.306578558,1617480.33248061,15141,295914.306578558,1617480.33248061,295964.306578558,1617530.33248061,444,22
295914.306578558,1617430.33248061,15142,295914.306578558,1617430.33248061,295964.306578558,1617480.33248061,445,22
295914.306578558,1617380.33248061,15143,295914.306578558,1617380.33248061,295964.306578558,1617430.33248061,446,22
295914.306578558,1617330.33248061,15144,295914.306578558,1617330.33248061,295964.306578558,1617380.33248061,447,22
295914.306578558,1617030.33248061,15150,295914.306578558,1617030.33248061,295964.306578558,1617080.33248061,453,22
295914.306578558,1616630.33248061,15158,295914.306578558,1616630.33248061,295964.306578558,1616680.33248061,461,22
295914.306578558,1615430.33248061,15182,295914.306578558,1615430.33248061,295964.306578558,1615480.33248061,485,22
295914.306578558,1611630.33248061,15258,295914.306578558,1611630.33248061,295964.306578558,1611680.33248061,561,22
295914.306578558,1610680.33248061,15277,295914.306578558,1610680.33248061,295964.306578558,1610730.33248061,580,22
295914.306578558,1610630.33248061,15278,295914.306578558,1610630.33248061,295964.306578558,1610680.33248061,581,22
295914.306578558,1610530.33248061,15280,295914.306578558,1610530.33248061,295964.306578558,1610580.33248061,583,22
295914.306578558,1610480.33248061,15281,295914.306578558,1610480.33248061,295964.306578558,1610530.33248061,584,22
295914.306578558,1610430.33248061,15282,295914.306578558,1610430.33248061,295964.306578558,1610480.33248061,585,22
295914.306578558,1610330.33248061,15284,295914.306578558,1610330.33248061,295964.306578558,1610380.33248061,587,22
295914.306578558,1610180.33248061,15287,295914.306578558,1610180.33248061,295964.306578558,1610230.33248061,590,22
295914.306578558,1609980.33248061,15291,295914.306578558,1609980.33248061,295964.306578558,1610030.33248061,594,22
295914.306578558,1609930.33248061,15292,295914.306578558,1609930.33248061,295964.306578558,1609980.33248061,595,22
295914.306578558,1609580.33248061,15299,295914.306578558,1609580.33248061,295964.306578558,1609630.33248061,602,22
295914.306578558,1607830.33248061,15334,295914.306578558,1607830.33248061,295964.306578558,1607880.33248061,637,22
295914.306578558,1607780.33248061,15335,295914.306578558,1607780.33248061,295964.306578558,1607830.33248061,638,22
295914.306578558,1607630.33248061,15338,295914.306578558,1607630.33248061,295964.306578558,1607680.33248061,641,22
295914.306578558,1607480.33248061,15341,295914.306578558,1607480.33248061,295964.306578558,1607530.33248061,644,22
295914.306578558,1607430.33248061,15342,295914.306578558,1607430.33248061,295964.306578558,1607480.33248061,645,22
295914.306578558,1607380.33248061,15343,295914.306578558,1607380.33248061,295964.306578558,1607430.33248061,646,22
295914.306578558,1607230.33248061,15346,295914.306578558,1607230.33248061,295964.306578558,1607280.33248061,649,22
295914.306578558,1607180.33248061,15347,295914.306578558,1607180.33248061,295964.306578558,1607230.33248061,650,22
295914.306578558,1607130.33248061,15348,295914.306578558,1607130.33248061,295964.306578558,1607180.33248061,651,22
295914.306578558,1607080.33248061,15349,295914.306578558,1607080.33248061,295964.306578558,1607130.33248061,652,22
295914.306578558,1607030.33248061,15350,295914.306578558,1607030.33248061,295964.306578558,1607080.33248061,653,22
295914.306578558,1606980.33248061,15351,295914.306578558,1606980.33248061,295964.306578558,1607030.33248061,654,22
295914.306578558,1606880.33248061,15353,295914.306578558,1606880.33248061,295964.306578558,1606930.33248061,656,22
295914.306578558,1606830.33248061,15354,295914.306578558,1606830.33248061,295964.306578558,1606880.33248061,657,22
295914.306578558,1606530.33248061,15360,295914.306578558,1606530.33248061,295964.306578558,1606580.33248061,663,22
295964.306578558,1616480.33248061,15829,295964.306578558,1616480.33248061,296014.306578558,1616530.33248061,464,23
295964.306578558,1610580.33248061,15947,295964.306578558,1610580.33248061,296014.306578558,1610630.33248061,582,23
295964.306578558,1610530.33248061,15948,295964.306578558,1610530.33248061,296014.306578558,1610580.33248061,583,23
295964.306578558,1610430.33248061,15950,295964.306578558,1610430.33248061,296014.306578558,1610480.33248061,585,23
295964.306578558,1610380.33248061,15951,295964.306578558,1610380.33248061,296014.306578558,1610430.33248061,586,23
295964.306578558,1610080.33248061,15957,295964.306578558,1610080.33248061,296014.306578558,1610130.33248061,592,23
295964.306578558,1610030.33248061,15958,295964.306578558,1610030.33248061,296014.306578558,1610080.33248061,593,23
295964.306578558,1609980.33248061,15959,295964.306578558,1609980.33248061,296014.306578558,1610030.33248061,594,23
295964.306578558,1609880.33248061,15961,295964.306578558,1609880.33248061,296014.306578558,1609930.33248061,596,23
295964.306578558,1609630.33248061,15966,295964.306578558,1609630.33248061,296014.306578558,1609680.33248061,601,23
