X,Y,id,left,top,right,bottom,row_index,col_index
280615.0,1628035.4414,7859,280615,1628035.4414,280815,1628235.4414,58,30
280615.0,1627035.4414,7864,280615,1627035.4414,280815,1627235.4414,63,30
280615.0,1626435.4414,7867,280615,1626435.4414,280815,1626635.4414,66,30
280615.0,1626235.4414,7868,280615,1626235.4414,280815,1626435.4414,67,30
280615.0,1625235.4414,7873,280615,1625235.4414,280815,1625435.4414,72,30
280615.0,1624635.4414,7876,280615,1624635.4414,280815,1624835.4414,75,30
280615.0,1624435.4414,7877,280615,1624435.4414,280815,1624635.4414,76,30
280615.0,1624035.4414,7879,280615,1624035.4414,280815,1624235.4414,78,30
280615.0,1621235.4414,7893,280615,1621235.4414,280815,1621435.4414,92,30
280615.0,1621035.4414,7894,280615,1621035.4414,280815,1621235.4414,93,30
280615.0,1620835.4414,7895,280615,1620835.4414,280815,1621035.4414,94,30
280615.0,1620235.4414,7898,280615,1620235.4414,280815,1620435.4414,97,30
280615.0,1620035.4414,7899,280615,1620035.4414,280815,1620235.4414,98,30
280615.0,1619835.4414,7900,280615,1619835.4414,280815,1620035.4414,99,30
280615.0,1618435.4414,7907,280615,1618435.4414,280815,1618635.4414,106,30
280615.0,1618235.4414,7908,280615,1618235.4414,280815,1618435.4414,107,30
280615.0,1617635.4414,7911,280615,1617635.4414,280815,1617835.4414,110,30
280615.0,1617435.4414,7912,280615,1617435.4414,280815,1617635.4414,111,30
280615.0,1617035.4414,7914,280615,1617035.4414,280815,1617235.4414,113,30
280615.0,1616835.4414,7915,280615,1616835.4414,280815,1617035.4414,114,30
280615.0,1616635.4414,7916,280615,1616635.4414,280815,1616835.4414,115,30
280615.0,1616035.4414,7919,280615,1616035.4414,280815,1616235.4414,118,30
280615.0,1615835.4414,7920,280615,1615835.4414,280815,1616035.4414,119,30
280615.0,1615635.4414,7921,280615,1615635.4414,280815,1615835.4414,120,30
280615.0,1615435.4414,7922,280615,1615435.4414,280815,1615635.4414,121,30
280815.0,1627035.4414,8124,280815,1627035.4414,281015,1627235.4414,63,31
280815.0,1626635.4414,8126,280815,1626635.4414,281015,1626835.4414,65,31
280815.0,1626435.4414,8127,280815,1626435.4414,281015,1626635.4414,66,31
280815.0,1621235.4414,8153,280815,1621235.4414,281015,1621435.4414,92,31
280815.0,1621035.4414,8154,280815,1621035.4414,281015,1621235.4414,93,31
280815.0,1620435.4414,8157,280815,1620435.4414,281015,1620635.4414,96,31
280815.0,1620235.4414,8158,280815,1620235.4414,281015,1620435.4414,97,31
280815.0,1618835.4414,8165,280815,1618835.4414,281015,1619035.4414,104,31
280815.0,1618635.4414,8166,280815,1618635.4414,281015,1618835.4414,105,31
280815.0,1617235.4414,8173,280815,1617235.4414,281015,1617435.4414,112,31
280815.0,1616835.4414,8175,280815,1616835.4414,281015,1617035.4414,114,31
280815.0,1616635.4414,8176,280815,1616635.4414,281015,1616835.4414,115,31
280815.0,1616435.4414,8177,280815,1616435.4414,281015,1616635.4414,116,31
280815.0,1616235.4414,8178,280815,1616235.4414,281015,1616435.4414,117,31
280815.0,1616035.4414,8179,280815,1616035.4414,281015,1616235.4414,118,31
280815.0,1615435.4414,8182,280815,1615435.4414,281015,1615635.4414,121,31
280815.0,1615235.4414,8183,280815,1615235.4414,281015,1615435.4414,122,31
280815.0,1615035.4414,8184,280815,1615035.4414,281015,1615235.4414,123,31
280815.0,1614835.4414,8185,280815,1614835.4414,281015,1615035.4414,124,31
280815.0,1613835.4414,8190,280815,1613835.4414,281015,1614035.4414,129,31
281015.0,1622635.4414,8406,281015,1622635.4414,281215,1622835.4414,85,32
281015.0,1622035.4414,8409,281015,1622035.4414,281215,1622235.4414,88,32
281015.0,1621635.4414,8411,281015,1621635.4414,281215,1621835.4414,90,32
281015.0,1620435.4414,8417,281015,1620435.4414,281215,1620635.4414,96,32
281015.0,1619835.4414,8420,281015,1619835.4414,281215,1620035.4414,99,32
281015.0,1618835.4414,8425,281015,1618835.4414,281215,1619035.4414,104,32
281015.0,1617635.4414,8431,281015,1617635.4414,281215,1617835.4414,110,32
281015.0,1617035.4414,8434,281015,1617035.4414,281215,1617235.4414,113,32
281015.0,1616835.4414,8435,281015,1616835.4414,281215,1617035.4414,114,32
281015.0,1616635.4414,8436,281015,1616635.4414,281215,1616835.4414,115,32
281015.0,1616435.4414,8437,281015,1616435.4414,281215,1616635.4414,116,32
281015.0,1615835.4414,8440,281015,1615835.4414,281215,1616035.4414,119,32
281015.0,1615035.4414,8444,281015,1615035.4414,281215,1615235.4414,123,32
281015.0,1614835.4414,8445,281015,1614835.4414,281215,1615035.4414,124,32
281015.0,1614435.4414,8447,281015,1614435.4414,281215,1614635.4414,126,32
281015.0,1613835.4414,8450,281015,1613835.4414,281215,1614035.4414,129,32
281215.0,1627035.4414,8644,281215,1627035.4414,281415,1627235.4414,63,33
281215.0,1626835.4414,8645,281215,1626835.4414,281415,1627035.4414,64,33
281215.0,1625435.4414,8652,281215,1625435.4414,281415,1625635.4414,71,33
281215.0,1624035.4414,8659,281215,1624035.4414,281415,1624235.4414,78,33
281215.0,1623635.4414,8661,281215,1623635.4414,281415,1623835.4414,80,33
281215.0,1622835.4414,8665,281215,1622835.4414,281415,1623035.4414,84,33
281215.0,1621035.4414,8674,281215,1621035.4414,281415,1621235.4414,93,33
281215.0,1620435.4414,8677,281215,1620435.4414,281415,1620635.4414,96,33
281215.0,1617435.4414,8692,281215,1617435.4414,281415,1617635.4414,111,33
281215.0,1617035.4414,8694,281215,1617035.4414,281415,1617235.4414,113,33
281215.0,1616235.4414,8698,281215,1616235.4414,281415,1616435.4414,117,33
281215.0,1616035.4414,8699,281215,1616035.4414,281415,1616235.4414,118,33
281215.0,1615035.4414,8704,281215,1615035.4414,281415,1615235.4414,123,33
281215.0,1614435.4414,8707,281215,1614435.4414,281415,1614635.4414,126,33
281215.0,1613835.4414,8710,281215,1613835.4414,281415,1614035.4414,129,33
281215.0,1613635.4414,8711,281215,1613635.4414,281415,1613835.4414,130,33
281215.0,1613435.4414,8712,281215,1613435.4414,281415,1613635.4414,131,33
281415.0,1627835.4414,8900,281415,1627835.4414,281615,1628035.4414,59,34
281415.0,1626635.4414,8906,281415,1626635.4414,281615,1626835.4414,65,34
